x,radius
0.041488,0.030843
0.041586,0.030823
0.041684,0.030802
0.041782,0.030781
0.04188,0.030761
0.041977,0.03074
0.042075,0.030719
0.042173,0.030697
0.042271,0.030676
0.042368,0.030654
0.042466,0.030633
0.042564,0.030611
0.042661,0.030589
0.042759,0.030567
0.042856,0.030545
0.042954,0.030523
0.043051,0.0305
0.043149,0.030478
0.043246,0.030455
0.043343,0.030432
0.043441,0.030409
0.043538,0.030386
0.043635,0.030363
0.043732,0.030339
0.04383,0.030316
0.043927,0.030292
0.044024,0.030268
0.044121,0.030245
0.044218,0.03022
0.044315,0.030196
0.044412,0.030172
0.044509,0.030147
0.044606,0.030123
0.044703,0.030098
0.0448,0.030073
0.044896,0.030048
0.044993,0.030023
0.04509,0.029998
0.045187,0.029972
0.045283,0.029947
0.04538,0.029921
0.045477,0.029895
0.045573,0.029869
0.04567,0.029843
0.045766,0.029817
0.045863,0.02979
0.045959,0.029764
0.046055,0.029737
0.046152,0.02971
0.046248,0.029683
0.046344,0.029656
0.04644,0.029629
0.046537,0.029601
0.046633,0.029574
0.046729,0.029546
0.046825,0.029518
0.046921,0.02949
0.047017,0.029462
0.047113,0.029434
0.047209,0.029405
0.047305,0.029377
0.0474,0.029348
0.047496,0.029319
0.047592,0.02929
0.047687,0.029261
0.047783,0.029232
0.047879,0.029202
0.047974,0.029173
0.04807,0.029143
0.048165,0.029113
0.04826,0.029083
0.048356,0.029053
0.048451,0.029023
0.048546,0.028992
0.048642,0.028962
0.048737,0.028931
0.048832,0.0289
0.048927,0.028869
0.049022,0.028838
0.049117,0.028807
0.049212,0.028775
0.049307,0.028744
0.049402,0.028712
0.049496,0.02868
0.049591,0.028648
0.049686,0.028616
0.04978,0.028584
0.049875,0.028551
0.049969,0.028518
0.050064,0.028486
0.050158,0.028453
0.050253,0.02842
0.050347,0.028386
0.050441,0.028353
0.050536,0.028319
0.05063,0.028286
0.050724,0.028252
0.050818,0.028218
0.050912,0.028184
0.051006,0.028149
0.0511,0.028115
0.051193,0.02808
0.051287,0.028046
0.051381,0.028011
0.051475,0.027976
0.051568,0.027941
0.051662,0.027905
0.051755,0.02787
0.051849,0.027834
0.051942,0.027798
0.052035,0.027762
0.052129,0.027726
0.052222,0.02769
0.052315,0.027654
0.052408,0.027617
0.052501,0.02758
0.052594,0.027543
0.052687,0.027506
0.05278,0.027469
0.052872,0.027432
0.052965,0.027394
0.053058,0.027357
0.05315,0.027319
0.053243,0.027281
0.053335,0.027243
0.053428,0.027205
0.05352,0.027166
0.053612,0.027128
0.053705,0.027089
0.053797,0.02705
0.053889,0.027011
0.053981,0.026972
0.054073,0.026932
0.054165,0.026893
0.054256,0.026853
0.054348,0.026813
0.05444,0.026773
0.054531,0.026733
0.054623,0.026693
0.054714,0.026653
0.054806,0.026612
0.054897,0.026571
0.054988,0.02653
0.055079,0.026489
0.05517,0.026448
0.055261,0.026406
0.055352,0.026365
0.055443,0.026323
0.055534,0.026281
0.055625,0.026239
0.055716,0.026197
0.055806,0.026155
0.055897,0.026112
0.055987,0.026069
0.056077,0.026027
0.056168,0.025984
0.056258,0.02594
0.056348,0.025897
0.056438,0.025854
0.056528,0.02581
0.056618,0.025766
0.056708,0.025722
0.056797,0.025678
0.056887,0.025634
0.056977,0.025589
0.057066,0.025545
0.057156,0.0255
0.057245,0.025455
0.057334,0.02541
0.057423,0.025365
0.057512,0.025319
0.057601,0.025274
0.05769,0.025228
0.057779,0.025182
0.057868,0.025136
0.057957,0.02509
0.058045,0.025043
0.058134,0.024997
0.058222,0.02495
0.05831,0.024903
0.058399,0.024856
0.058487,0.024809
0.058575,0.024761
0.058663,0.024714
0.058751,0.024666
0.058838,0.024618
0.058926,0.02457
0.059014,0.024522
0.059101,0.024473
0.059189,0.024425
0.059276,0.024376
0.059363,0.024327
0.05945,0.024278
0.059537,0.024229
0.059624,0.02418
0.059711,0.02413
0.059798,0.02408
0.059885,0.02403
0.059904,0.024019
0.059971,0.02398
0.060058,0.023931
0.060145,0.023882
0.060232,0.023832
0.06032,0.023784
0.060407,0.023735
0.060495,0.023687
0.060582,0.023639
0.06067,0.023592
0.060759,0.023544
0.060847,0.023497
0.060935,0.023451
0.061024,0.023404
0.061113,0.023358
0.061201,0.023312
0.06129,0.023267
0.06138,0.023221
0.061469,0.023177
0.061558,0.023132
0.061648,0.023088
0.061738,0.023044
0.061828,0.023
0.061918,0.022956
0.062008,0.022913
0.062098,0.02287
0.062189,0.022828
0.06228,0.022786
0.06237,0.022744
0.062461,0.022702
0.062552,0.022661
0.062644,0.02262
0.062735,0.022579
0.062826,0.022539
0.062918,0.022498
0.06301,0.022459
0.063102,0.022419
0.063194,0.02238
0.063286,0.022341
0.063378,0.022303
0.06347,0.022264
0.063563,0.022226
0.063656,0.022189
0.063748,0.022151
0.063841,0.022114
0.063934,0.022078
0.064027,0.022041
0.064121,0.022005
0.064214,0.021969
0.064307,0.021934
0.064401,0.021899
0.064495,0.021864
0.064589,0.021829
0.064683,0.021795
0.064777,0.021761
0.064871,0.021727
0.064965,0.021694
0.06506,0.021661
0.065154,0.021629
0.065249,0.021596
0.065343,0.021564
0.065438,0.021532
0.065533,0.021501
0.065628,0.02147
0.065723,0.021439
0.065819,0.021409
0.065914,0.021379
0.066009,0.021349
0.066105,0.021319
0.066201,0.02129
0.066296,0.021261
0.066392,0.021233
0.066488,0.021205
0.066584,0.021177
0.06668,0.021149
0.066777,0.021122
0.066873,0.021095
0.066969,0.021068
0.067066,0.021042
0.067162,0.021016
0.067259,0.02099
0.067356,0.020965
0.067453,0.02094
0.067549,0.020915
0.067646,0.020891
0.067744,0.020867
0.067841,0.020843
0.067938,0.02082
0.068035,0.020797
0.068133,0.020774
0.06823,0.020752
0.068328,0.02073
0.068425,0.020708
0.068523,0.020687
0.068621,0.020665
0.068718,0.020645
0.068816,0.020624
0.068914,0.020604
0.069012,0.020584
0.06911,0.020565
0.069209,0.020546
0.069307,0.020527
0.069405,0.020508
0.069503,0.02049
0.069602,0.020472
0.0697,0.020455
0.069799,0.020438
0.069897,0.020421
0.069996,0.020404
0.070095,0.020388
0.070193,0.020372
0.070292,0.020357
0.070391,0.020341
0.07049,0.020327
0.070589,0.020312
0.070688,0.020298
0.070787,0.020284
0.070886,0.02027
0.070985,0.020257
0.071084,0.020244
0.071183,0.020232
0.071283,0.020219
0.071382,0.020207
0.071481,0.020196
0.071581,0.020185
0.07168,0.020174
0.071779,0.020163
0.071879,0.020153
0.071978,0.020143
0.072078,0.020133
0.072177,0.020124
0.072277,0.020115
0.072377,0.020107
0.072476,0.020098
0.072576,0.02009
0.072676,0.020083
0.072776,0.020076
0.072875,0.020069
0.072975,0.020062
0.073075,0.020056
0.073175,0.02005
0.073275,0.020044
0.073374,0.020039
0.073474,0.020034
0.073574,0.020029
0.073674,0.020025
0.073774,0.020021
0.073874,0.020018
0.073974,0.020014
0.074074,0.020011
0.074174,0.020009
0.074274,0.020007
0.074374,0.020005
0.074474,0.020003
0.074574,0.020002
0.074674,0.020001
0.074774,0.02
0.074874,0.02
0.074904,0.02
0.074974,0.02
0.075074,0.020002
0.075174,0.020005
0.075274,0.020009
0.075373,0.020015
0.075473,0.020021
0.075573,0.020029
0.075672,0.020039
0.075772,0.02005
0.075871,0.020062
0.07597,0.020075
0.076069,0.02009
0.076168,0.020106
0.076266,0.020123
0.076365,0.020142
0.076463,0.020162
0.07656,0.020183
0.076658,0.020205
0.076755,0.020229
0.076852,0.020254
0.076948,0.02028
0.077044,0.020308
0.07714,0.020336
0.077236,0.020366
0.07733,0.020398
0.077425,0.02043
0.077519,0.020464
0.077613,0.020499
0.077706,0.020535
0.077799,0.020573
0.077891,0.020612
0.077983,0.020651
0.078074,0.020693
0.078164,0.020735
0.078254,0.020778
0.078344,0.020823
0.078433,0.020869
0.078521,0.020916
0.078609,0.020964
0.078696,0.021013
0.078782,0.021063
0.078869,0.021113
0.078956,0.021163
0.079042,0.021213
0.079129,0.021263
0.079215,0.021313
0.079302,0.021363
0.079389,0.021413
0.079475,0.021463
0.079562,0.021513
0.079649,0.021563
0.079735,0.021613
0.079822,0.021662
0.079909,0.021712
0.079995,0.021762
0.080082,0.021812
0.080169,0.021862
0.080256,0.021912
0.080342,0.021961
0.080429,0.022011
0.080516,0.022061
0.080603,0.022111
0.080689,0.02216
0.080776,0.02221
0.080863,0.02226
0.08095,0.022309
0.081036,0.022359
0.081123,0.022409
0.08121,0.022458
0.081297,0.022508
0.081384,0.022558
0.08147,0.022607
0.081557,0.022657
0.081644,0.022707
0.081731,0.022756
0.081818,0.022806
0.081905,0.022855
0.081991,0.022905
0.082078,0.022955
0.082165,0.023004
0.082252,0.023054
0.082339,0.023103
0.082426,0.023153
0.082513,0.023202
0.0826,0.023252
0.082686,0.023301
0.082773,0.02335
0.08286,0.0234
0.082947,0.023449
0.083034,0.023499
0.083121,0.023548
0.083208,0.023598
0.083295,0.023647
0.083382,0.023696
0.083469,0.023746
0.083556,0.023795
0.083643,0.023844
0.08373,0.023894
0.083817,0.023943
0.083904,0.023992
0.083991,0.024042
0.084078,0.024091
0.084165,0.02414
0.084252,0.024189
0.084339,0.024239
0.084426,0.024288
0.084513,0.024337
0.0846,0.024386
0.084687,0.024436
0.084774,0.024485
0.084861,0.024534
0.084948,0.024583
0.085036,0.024632
0.085123,0.024681
0.08521,0.02473
0.085297,0.02478
0.085384,0.024829
0.085471,0.024878
0.085558,0.024927
0.085645,0.024976
0.085732,0.025025
0.08582,0.025074
0.085907,0.025123
0.085994,0.025172
0.086081,0.025221
0.086168,0.02527
0.086255,0.025319
0.086343,0.025368
0.08643,0.025417
0.086517,0.025466
0.086604,0.025515
0.086691,0.025564
0.086779,0.025613
0.086866,0.025662
0.086953,0.025711
0.08704,0.025759
0.087128,0.025808
0.087215,0.025857
0.087302,0.025906
0.087389,0.025955
0.087477,0.026004
0.087564,0.026052
0.087651,0.026101
0.087739,0.02615
0.087826,0.026199
0.087913,0.026248
0.088,0.026296
0.088088,0.026345
0.088175,0.026394
0.088262,0.026442
0.08835,0.026491
0.088437,0.02654
0.088524,0.026589
0.088612,0.026637
0.088699,0.026686
0.088787,0.026735
0.088874,0.026783
0.088961,0.026832
0.089049,0.02688
0.089136,0.026929
0.089223,0.026978
0.089311,0.027026
0.089398,0.027075
0.089486,0.027123
0.089573,0.027172
0.089661,0.02722
0.089748,0.027269
0.089835,0.027317
0.089923,0.027366
0.09001,0.027414
0.090098,0.027463
0.090185,0.027511
0.090273,0.02756
0.09036,0.027608
0.090448,0.027657
0.090535,0.027705
0.090623,0.027753
0.09071,0.027802
0.090798,0.02785
0.090885,0.027899
0.090973,0.027947
0.09106,0.027995
0.091148,0.028044
0.091236,0.028092
0.091323,0.02814
0.091411,0.028188
0.091498,0.028237
0.091586,0.028285
0.091673,0.028333
0.091761,0.028382
0.091849,0.02843
0.091936,0.028478
0.092024,0.028526
0.092111,0.028574
0.092199,0.028623
0.092287,0.028671
0.092374,0.028719
0.092462,0.028767
0.09255,0.028815
0.092637,0.028863
0.092725,0.028911
0.092813,0.02896
0.0929,0.029008
0.092988,0.029056
0.093076,0.029104
0.093163,0.029152
0.093251,0.0292
0.093339,0.029248
0.093426,0.029296
0.093514,0.029344
0.093602,0.029392
0.09369,0.02944
0.093777,0.029488
0.093865,0.029536
0.093953,0.029584
0.094041,0.029632
0.094128,0.02968
0.094216,0.029728
0.094304,0.029776
0.094392,0.029824
0.09448,0.029871
0.094567,0.029919
0.094655,0.029967
0.094743,0.030015
0.094831,0.030063
0.094919,0.030111
0.095006,0.030158
0.095094,0.030206
0.095182,0.030254
0.09527,0.030302
0.095358,0.03035
0.095446,0.030397
0.095533,0.030445
0.095621,0.030493
0.095709,0.030541
0.095797,0.030588
0.095885,0.030636
0.095973,0.030684
0.096061,0.030731
0.096149,0.030779
0.096237,0.030827
0.096325,0.030874
0.096412,0.030922
0.0965,0.03097
0.096588,0.031017
0.096676,0.031065
0.096764,0.031112
0.096852,0.03116
0.09694,0.031207
0.097028,0.031255
0.097116,0.031303
0.097204,0.03135
0.097292,0.031398
0.09738,0.031445
0.097468,0.031493
0.097556,0.03154
0.097644,0.031587
0.097732,0.031635
0.09782,0.031682
0.097908,0.03173
0.097996,0.031777
0.098084,0.031825
0.098172,0.031872
0.09826,0.031919
0.098349,0.031967
0.098437,0.032014
0.098525,0.032061
0.098613,0.032109
0.098701,0.032156
0.098789,0.032203
0.098877,0.032251
0.098965,0.032298
0.099053,0.032345
0.099141,0.032393
0.09923,0.03244
0.099318,0.032487
0.099406,0.032534
0.099494,0.032582
0.099582,0.032629
0.09967,0.032676
0.099758,0.032723
0.099847,0.03277
0.099935,0.032817
0.100023,0.032865
0.100111,0.032912
0.100199,0.032959
0.100288,0.033006
0.100376,0.033053
0.100464,0.0331
0.100552,0.033147
0.100641,0.033194
0.100729,0.033241
0.100817,0.033288
0.100905,0.033335
0.100993,0.033382
0.101082,0.033429
0.10117,0.033476
0.101258,0.033523
0.101347,0.03357
0.101435,0.033617
0.101523,0.033664
0.101611,0.033711
0.1017,0.033758
0.101788,0.033805
0.101876,0.033852
0.101965,0.033899
0.102053,0.033946
0.102141,0.033993
0.10223,0.03404
0.102318,0.034086
0.102406,0.034133
0.102495,0.03418
0.102583,0.034227
0.102672,0.034274
0.10276,0.03432
0.102848,0.034367
0.102937,0.034414
0.103025,0.034461
0.103113,0.034507
0.103202,0.034554
0.10329,0.034601
0.103379,0.034648
0.103467,0.034694
0.103556,0.034741
0.103644,0.034788
0.103732,0.034834
0.103821,0.034881
0.103909,0.034928
0.103998,0.034974
0.104086,0.035021
0.104175,0.035067
0.104263,0.035114
0.104352,0.035161
0.10444,0.035207
0.104529,0.035254
0.104617,0.0353
0.104706,0.035347
0.104794,0.035393
0.104883,0.03544
0.104971,0.035486
0.10506,0.035533
0.105148,0.035579
0.105237,0.035626
0.105326,0.035672
0.105414,0.035719
0.105503,0.035765
0.105591,0.035811
0.10568,0.035858
0.105768,0.035904
0.105857,0.035951
0.105946,0.035997
0.106034,0.036043
0.106123,0.03609
0.106211,0.036136
0.1063,0.036182
0.106389,0.036229
0.106477,0.036275
0.106566,0.036321
0.106655,0.036368
0.106743,0.036414
0.106832,0.03646
0.106921,0.036506
0.107009,0.036553
0.107098,0.036599
0.107187,0.036645
0.107275,0.036691
0.107364,0.036737
0.107453,0.036784
0.107541,0.03683
0.10763,0.036876
0.107719,0.036922
0.107808,0.036968
0.107896,0.037014
0.107985,0.03706
0.108074,0.037106
0.108163,0.037152
0.108251,0.037199
0.10834,0.037245
0.108429,0.037291
0.108518,0.037337
0.108606,0.037383
0.108695,0.037429
0.108784,0.037475
0.108873,0.037521
0.108962,0.037567
0.10905,0.037613
0.109139,0.037659
0.109228,0.037704
0.109317,0.03775
0.109406,0.037796
0.109495,0.037842
0.109583,0.037888
0.109672,0.037934
0.109761,0.03798
0.10985,0.038026
0.109939,0.038072
0.110028,0.038117
0.110117,0.038163
0.110206,0.038209
0.110294,0.038255
0.110383,0.038301
0.110472,0.038346
0.110561,0.038392
0.11065,0.038438
0.110739,0.038484
0.110828,0.038529
0.110917,0.038575
0.111006,0.038621
0.111095,0.038667
0.111184,0.038712
0.111273,0.038758
0.111362,0.038804
0.111451,0.038849
0.11154,0.038895
0.111629,0.03894
0.111718,0.038986
0.111807,0.039032
0.111896,0.039077
0.111985,0.039123
0.112074,0.039168
0.112163,0.039214
0.112252,0.039259
0.112341,0.039305
0.11243,0.039351
0.112519,0.039396
0.112608,0.039442
0.112697,0.039487
0.112786,0.039533
0.112875,0.039578
0.112964,0.039623
0.113053,0.039669
0.113142,0.039714
0.113231,0.03976
0.11332,0.039805
0.11341,0.039851
0.113499,0.039896
0.113588,0.039941
0.113677,0.039987
0.113766,0.040032
0.113855,0.040077
0.113944,0.040123
0.114033,0.040168
0.114123,0.040213
0.114212,0.040259
0.114301,0.040304
0.11439,0.040349
0.114479,0.040394
0.114568,0.04044
0.114658,0.040485
0.114747,0.04053
0.114836,0.040575
0.114925,0.04062
0.115014,0.040666
0.115104,0.040711
0.115193,0.040756
0.115282,0.040801
0.115371,0.040846
0.115461,0.040891
0.11555,0.040936
0.115639,0.040982
0.115728,0.041027
0.115818,0.041072
0.115907,0.041117
0.115996,0.041162
0.116085,0.041207
0.116175,0.041252
0.116264,0.041297
0.116353,0.041342
0.116443,0.041387
0.116532,0.041432
0.116621,0.041477
0.116711,0.041522
0.1168,0.041567
0.116889,0.041612
0.116979,0.041657
0.117068,0.041702
0.117157,0.041747
0.117247,0.041791
0.117336,0.041836
0.117425,0.041881
0.117515,0.041926
0.117604,0.041971
0.117693,0.042016
0.117783,0.042061
0.117872,0.042105
0.117962,0.04215
0.118051,0.042195
0.11814,0.04224
0.11823,0.042285
0.118319,0.042329
0.118409,0.042374
0.118498,0.042419
0.118588,0.042463
0.118677,0.042508
0.118767,0.042553
0.118856,0.042598
0.118945,0.042642
0.119035,0.042687
0.119124,0.042732
0.119214,0.042776
0.119303,0.042821
0.119393,0.042865
0.119482,0.04291
0.119572,0.042955
0.119661,0.042999
0.119751,0.043044
0.11984,0.043088
0.11993,0.043133
0.120019,0.043177
0.120109,0.043222
0.120199,0.043266
0.120288,0.043311
0.120378,0.043355
0.120467,0.0434
0.120557,0.043444
0.120646,0.043489
0.120736,0.043533
0.120826,0.043578
0.120915,0.043622
0.121005,0.043667
0.121094,0.043711
0.121184,0.043755
0.121274,0.0438
0.121363,0.043844
0.121453,0.043888
0.121542,0.043933
0.121632,0.043977
0.121722,0.044021
0.121811,0.044066
0.121901,0.04411
0.121991,0.044154
0.12208,0.044199
0.12217,0.044243
0.12226,0.044287
0.122349,0.044331
0.122439,0.044376
0.122529,0.04442
0.122619,0.044464
0.122708,0.044508
0.122798,0.044552
0.122888,0.044596
0.122977,0.044641
0.123067,0.044685
0.123157,0.044729
0.123247,0.044773
0.123336,0.044817
0.123426,0.044861
0.123516,0.044905
0.123606,0.044949
0.123695,0.044993
0.123785,0.045038
0.123875,0.045082
0.123965,0.045126
0.124054,0.04517
0.124144,0.045214
0.124234,0.045258
0.124324,0.045302
0.124414,0.045346
0.124504,0.04539
0.124593,0.045433
0.124683,0.045477
0.124773,0.045521
0.124863,0.045565
0.124953,0.045609
0.125043,0.045653
0.125132,0.045697
0.125222,0.045741
0.125312,0.045785
0.125402,0.045828
0.125492,0.045872
0.125582,0.045916
0.125672,0.04596
0.125762,0.046004
0.125852,0.046048
0.125941,0.046091
0.126031,0.046135
0.126121,0.046179
0.126211,0.046223
0.126301,0.046266
0.126391,0.04631
0.126481,0.046354
0.126571,0.046397
0.126661,0.046441
0.126751,0.046485
0.126841,0.046528
0.126931,0.046572
0.127021,0.046616
0.127111,0.046659
0.127201,0.046703
0.127291,0.046747
0.127381,0.04679
0.127471,0.046834
0.127561,0.046877
0.127651,0.046921
0.127741,0.046964
0.127831,0.047008
0.127921,0.047051
0.128011,0.047095
0.128101,0.047138
0.128191,0.047182
0.128281,0.047225
0.128371,0.047269
0.128461,0.047312
0.128551,0.047356
0.128641,0.047399
0.128731,0.047443
0.128821,0.047486
0.128912,0.047529
0.129002,0.047573
0.129092,0.047616
0.129182,0.04766
